seqnames	start	end	gene
1	13736406	13737405	PRAMEF20
1	13839743	13840742	LRRC38
1	13909751	13910750	PDPN
1	14026234	14027233	PRDM2
1	15478527	15479526	TMEM51
1	15497621	15498620	C1orf195
1	15735890	15736889	EFHD2
1	15764437	15765436	CTRC
1	15782722	15783721	CELA2A
1	15802095	15803094	CELA2B
1	15850786	15851785	CASP9
1	15911106	15912105	AGMAT
1	15943452	15944451	DDI2
1	15985707	15986706	RSC1A1
1	16010326	16011325	PLEKHM2
1	16062308	16063307	SLC25A34
1	16068486	16069485	TMEM82
1	16084754	16085753	FBLIM1
1	16133695	16134694	UQCRHL
1	16174143	16175142	FLJ37453
1	16302128	16303127	ZBTB17
1	16330230	16331229	C1orf64
1	16344786	16345785	HSPB7
1	16347985	16348984	CLCNKA
1	16369730	16370729	CLCNKB
1	16399628	16400627	FAM131C
1	16482105	16483104	EPHA2
1	16538667	16539666	ARHGEF19
1	16563160	16564159	RSG1
1	16693024	16694023	SZRD1
1	16763420	16764419	SPATA21
1	16818697	16819696	CROCCP3
1	16840281	16841280	RNU1-1
1	16861648	16862647	LINC01783
1	16864718	16865717	FAM231B
1	16956902	16957901	CROCCP2
1	16971568	16972567	MST1P2
1	16992944	16993943	RNU1-3
1	16998997	16999996	FAM231A
1	17066510	17067509	RNU1-4
1	17090476	17091475	MST1L
1	17086053	17087052	LOC102724562
1	17185017	17186016	MIR3675
1	17215662	17216661	LOC105376805
1	17221974	17222973	RNU1-2
1	17247944	17248943	CROCC
1	17337968	17338967	ATP13A2
1	17380166	17381165	SDHB
1	17575092	17576091	PADI3
1	17603883	17604882	MIR3972
1	17634189	17635188	PADI4
1	17698190	17699189	PADI6
1	17765751	17766750	RCC2
1	18391650	18392649	LINC01654
1	18806923	18807922	KLHDC7A
1	19185656	19186655	TAS1R2
1	19228794	19229793	ALDH4A1
1	19209270	19210269	MIR4695
1	19223143	19224142	MIR1290
1	19536379	19537378	LOC101927895
1	19577554	19578553	EMC1
1	19577574	19578573	MRTO4
1	19600069	19601068	AKR7L
1	19614781	19615780	AKR7A3
1	19621731	19622730	LOC100506730
1	19638141	19639140	AKR7A2
1	19638239	19639238	PQLC2
1	19922970	19923969	MINOS1
1	19922970	19923969	MINOS1-NBL1
1	19933800	19934799	RPS14P3
1	19969222	19970221	NBL1
1	19991279	19992278	HTR6
1	20141272	20142271	RNF186
1	20208387	20209386	OTUD3
1	20249611	20250610	PLA2G2E
1	20306433	20307432	PLA2G2A
1	20396200	20397199	PLA2G5
1	20445560	20446559	PLA2G2D
1	20465322	20466321	PLA2G2F
1	20503358	20504357	PLA2G2C
1	20512480	20513479	UBXN10-AS1
1	20512070	20513069	UBXN10
1	20616911	20617910	VWA5B1
1	20812229	20813228	CAMK2N1
1	20834175	20835174	MUL1
1	20878431	20879430	FAM43B
1	20914943	20915942	CDA
1	20959671	20960670	MIR6084
1	20987538	20988537	DDOST
1	21044011	21045010	KIF17
1	21058634	21059633	SH2D5
1	21314426	21315425	MIR1256
1	21619282	21620281	LOC100506801
1	21766082	21767081	NBPF3
1	21995357	21996356	RAP1GAP
1	22302886	22303885	CELA3B
1	22327648	22328647	CELA3A
1	22352042	22353041	LINC01635
1	22351183	22352182	LINC00339
1	22469020	22470019	WNT4
1	22592231	22593230	MIR4418
1	22889494	22890493	EPHA8
1	22959360	22960359	MIR6127
1	22962498	22963497	C1QA
1	22969609	22970608	C1QC
1	22978973	22979972	C1QB
1	23045509	23046508	MIR4684
1	23189220	23190219	MIR4253
1	23298310	23299309	LACTBL1
1	23341844	23342843	C1orf234
1	23345440	23346439	KDM1A
1	23370297	23371296	MIR3115
1	23383928	23384927	MIR4419A
1	23520723	23521722	HTR1D
1	23611512	23612511	LINC01355
1	23670358	23671357	HNRNPR
1	23695858	23696857	ZNF436
1	23694963	23695962	ZNF436-AS1
1	23810251	23811250	ASAP3
1	23847921	23848920	LOC101928163
1	23885786	23886785	ID3
1	23953323	23954322	MDS2
1	24017768	24018767	RPL11
1	24069355	24070354	ELOA
1	24104288	24105287	ELOA-AS1
1	24104375	24105374	PITHD1
1	24117145	24118144	LYPLA2
1	24126795	24127794	GALE
1	24151450	24152449	HMGCL
1	24194360	24195359	FUCA1
1	24239318	24240317	CNR2
1	24255059	24256058	MIR378F
1	24285800	24286799	PNRC2
1	24306454	24307453	SRSF10
1	24438166	24439165	MYOM3
1	24469276	24470275	IL22RA1
1	24526229	24527228	LOC284632
1	24645311	24646310	GRHL3
1	24741088	24742087	STPG1
1	24828373	24829372	RCAN3AS
1	24828340	24829339	RCAN3
1	24882016	24883015	LOC100506985
1	24969093	24970092	SRRM1
1	25291002	25292001	RUNX3
1	25245408	25246407	MIR6731
1	25349493	25350492	MIR4425
1	25558514	25559513	SYF2
1	25664246	25665245	RSRP1
1	25598476	25599475	RHD
1	25664288	25665287	TMEM50A
1	25869575	25870574	LDLRAP1
1	26126166	26127165	SELENON
1	26145896	26146895	MTFR1L
1	26149598	26150597	LOC646471
1	26185450	26186449	AUNIP
1	26197245	26198244	PAQR7
1	26232446	26233445	MIR3917
1	26324149	26325148	PAFAH2
1	26347770	26348769	EXTL1
1	26372130	26373129	SLC30A2
1	26393626	26394625	TRIM63
1	26437155	26438154	PDIK1L
1	26485010	26486009	FAM110D
1	26495887	26496886	ZNF593
1	26503480	26504479	CNKSR1
1	26516618	26517617	CATSPER4
1	26551310	26552309	LOC101928303
1	26560143	26561142	CEP85
1	26644257	26645256	UBXN11
1	26643910	26644909	CD52
1	26680122	26681121	AIM1L
1	26698786	26699785	ZNF683
1	26758272	26759271	DHDDS
1	26793529	26794528	LOC101928324
1	26798401	26799400	HMGN2
1	26880532	26881531	MIR1976
1	27020123	27021122	LOC101928728
1	27022021	27023020	ARID1A
1	27113953	27114952	PIGV
1	27152700	27153699	ZDHHC18
1	27189132	27190131	SFN
1	27216370	27217369	GPN2
1	27226463	27227462	GPATCH3
1	27240068	27241067	NR0B2
1	27286402	27287401	KDF1
1	27319694	27320693	TRNP1
1	27338834	27339833	FAM46B
1	27481122	27482121	SLC9A1
1	27560506	27561505	WDTC1
1	27649864	27650863	ACTG1P20
1	27667982	27668981	SYTL1
1	27692858	27693857	MAP3K6
1	27700844	27701843	FCN3
1	27709324	27710323	CD164L2
1	27718647	27719646	GPR3
1	27961228	27962227	FGR
1	27998225	27999224	IFI6
1	28051989	28052988	FAM76A
1	28099193	28100192	STX12
1	28156751	28157750	PPP1R8
1	28160411	28161410	SCARNA1
1	28198553	28199552	THEMIS2
1	28240809	28241808	RPA2
1	28260965	28261964	SMPDL3B
1	28285472	28286471	XKR8
1	28519948	28520947	PTAFR
1	28559043	28560042	DNAJC8
1	28562101	28563100	ATPIF1
1	28585462	28586461	SESN2
1	28655012	28656011	MED18
1	28833376	28834375	SNORA73A
1	28834569	28835568	SNORA73B
1	28879028	28880027	TRNAU1AP
1	28907867	28908866	SNHG12
1	28904835	28905834	SNORD99
1	28905906	28906905	SNORA61
1	28906525	28907524	SNORA44
1	28907066	28908065	SNORA16A
1	28918211	28919210	RAB42
1	28974611	28975610	RNU11
1	28994739	28995738	GMEB1
1	29062632	29063631	YTHDF2
1	29138153	29139152	OPRD1
1	29449922	29450921	TMEM200B
1	29556971	29557970	MECR
1	29676127	29677126	LINC01756
1	30509960	30510959	LINC01648
1	31230184	31231183	LAPTM5
1	31211580	31212579	MIR4420
1	31380981	31381980	SDC3
1	31408124	31409123	SNORD103A
1	31421553	31422552	SNORD103B
1	31440585	31441584	SNORD103C
1	31712235	31713234	NKAIN1
1	31769145	31770144	SNRNP40
1	31769328	31770327	ZCCHC17
1	31845636	31846635	FABP3
1	31881911	31882910	SERINC2
1	31971335	31972334	LINC01225
1	31983535	31984534	LINC01226
1	32041585	32042584	TINAGL1
1	32082800	32083799	HCRTR1
1	32110339	32111338	PEF1
1	32169269	32170268	COL16A1
1	32229165	32230164	ADGRB2
1	32223837	32224836	MIR4254
1	32281153	32282152	SPOCD1
1	32537131	32538130	TMEM39B
1	32552049	32553048	MIR5585
1	32644844	32645843	TXLNA
1	32665486	32666485	CCDC28B
1	32670735	32671734	IQCC
1	32674194	32675193	DCDC2B
1	32687473	32688472	TMEM234
1	32686684	32687683	EIF3I
1	32706812	32707811	MTMR9LP
1	32712317	32713316	FAM167B
1	32716339	32717338	LCK
1	32801341	32802340	MARCKSL1
1	32827345	32828344	FAM229A
1	32827361	32828360	TSSK3
1	32859563	32860562	BSDC1
1	32930157	32931156	ZBTB8B
1	33115692	33116691	ZBTB8OS
1	33116248	33117247	RBBP4
1	33207011	33208010	KIAA1522
1	33283134	33284133	YARS
1	33337594	33338593	FNDC5
1	33351597	33352596	HPCA
1	33366542	33367541	TMEM54
1	33502013	33503012	AK2
1	33647172	33648171	TRIM62
1	33721673	33722672	ZNF362
1	33786200	33787199	A3GALT2
1	33797594	33798593	MIR3605
1	34325575	34326574	HMGB4
1	34631983	34632982	C1orf94
1	35134796	35135795	MIR552
1	35220147	35221146	GJB5
1	35224841	35225840	GJB4
1	35246289	35247288	GJB3
1	35258098	35259097	GJA4
1	35324918	35325917	SMIM12
1	35443808	35444807	LOC653160
1	35450449	35451448	TMEM35B
1	35497070	35498069	ZMYM6
1	35524886	35525885	ZMYM1
1	36022892	36023891	NCDN
1	36106946	36107945	PSMB2
1	36184291	36185290	C1orf216
1	36235052	36236051	CLSPN
1	36334908	36335907	AGO1
1	36549175	36550174	TEKT2
1	36553952	36554951	ADPRHL2
1	36621155	36622154	TRAPPC3
1	36621065	36622064	MAP7D1
1	36771493	36772492	SH3D21
1	36789256	36790255	EVA1B
1	36863061	36864060	LSM10
1	36915587	36916586	OSCP1
1	36929541	36930540	MRPS15
1	36948416	36949415	CSF3R
1	37626663	37627662	MIR4255
1	37939545	37940544	LINC01137
1	37939618	37940617	ZC3H12A
1	37945330	37946329	MIR6732
1	37979921	37980920	MEAF6
1	37966096	37967095	MIR5581
1	38022019	38023018	DNALI1
1	38061087	38062086	GNL2
1	38100096	38101095	RSPO1
1	38155768	38156767	C1orf109
1	38157572	38158571	CDCA8
1	38230325	38231324	EPHA10
1	38259273	38260272	MANEAL
1	38272972	38273971	C1orf122
1	38324793	38325792	MTF1
1	38455283	38456282	SF3A3
1	38470688	38471687	FHL3
1	38477883	38478882	UTP11
1	38511951	38512950	POU3F1
1	38554402	38555401	MIR3659
1	38679940	38680939	LINC01343
1	39338551	39339550	MYCBP
1	39346799	39347798	GJA9-MYCBP
1	39338572	39339571	LOC105378663
1	39346799	39347798	GJA9
1	39407003	39408002	RHBDL2
1	39456415	39457414	AKIRIN1
1	39491466	39492465	NDUFS5
1	39874675	39875674	KIAA0754
1	39980037	39981036	OXCT2P1
1	40024871	40025870	PPIEL
1	40042022	40043021	PABPC4
1	40030241	40031240	LOC101929516
1	40032683	40033682	SNORA55
1	40104849	40105848	HEYL
1	40137211	40138210	NT5C1A
1	40156883	40157882	HPCAL4
1	40204016	40205015	PPIE
1	40236521	40237520	OXCT2
1	40254147	40255146	LOC101929536
1	40348684	40349683	TRIT1
1	40367188	40368187	MYCL
1	40420283	40421282	MFSD2A
1	40505754	40506753	CAP1
1	40562643	40563642	PPT1
1	40713072	40714071	TMCO2
1	40723221	40724220	ZMPSTE24
1	40782440	40783439	COL9A2
1	40838877	40839876	SMAP2
1	40915836	40916835	ZFP69B
1	40942801	40943800	ZFP69
1	40973890	40974889	EXO5
1	40996732	40997731	ZNF684
1	41130825	41131824	RIMS3
1	41156741	41157740	NFYC
1	41219526	41220525	MIR30E
1	41222455	41223454	MIR30C1
1	41327519	41328518	CITED4
1	41444470	41445469	CTPS1
1	41479761	41480760	SLFNL1-AS1
1	41486928	41487927	SLFNL1
1	41827102	41828101	FOXO6
1	41840842	41841841	LOC101929901
1	41949855	41950854	EDN2
1	42618591	42619590	GUCA2B
1	42629896	42630895	GUCA2A
1	42921439	42922438	ZMYND12
1	42921664	42922663	PPCS
1	43000059	43001058	CCDC30
1	43123547	43124546	PPIH
1	43147405	43148404	YBX1
1	43205426	43206425	CLDN19
1	43232256	43233255	P3H1
1	43232415	43233414	C1orf50
1	43250067	43251066	LOC105378683
1	43282560	43283559	SVBP
1	43282275	43283274	ERMAP
1	43311743	43312742	ZNF691
1	43322792	43323791	LOC339539
1	43424348	43425347	SLC2A1
1	43424219	43425218	SLC2A1-AS1
1	43613093	43614092	FAM183A
1	43637742	43638741	EBNA1BP2
1	43636884	43637883	MIR6733
1	43735164	43736163	TMEM125
1	43750789	43751788	C1orf210
1	43802974	43803973	MPL
1	43824125	43825124	CDC20
1	43833246	43834245	ELOVL1
1	43829887	43830886	MIR6734
1	43854984	43855983	MED8
1	43913709	43914708	MIR6735
1	43919161	43920160	HYI
1	44115296	44116295	KDM4A
1	44192515	44193514	LOC101929592
1	44303793	44304792	MIR6079
1	44398491	44399490	ARTN
1	44435152	44436151	DPH2
1	44439819	44440818	ATP6V0B
1	44444373	44445372	B4GALT2
1	44456779	44457778	CCDC24
1	44496665	44497664	SLC6A9
1	44584021	44585020	KLF17
1	44678624	44679623	DMAP1
1	44717732	44718731	SNORA110
1	45010664	45011663	MIR5584
1	45139781	45140780	TMEM53
1	45139893	45140892	C1orf228
1	45187074	45188073	RNU5F-1
1	45196341	45197340	RNU5D-1
1	45240745	45241744	RPS8
1	45241036	45242035	SNORD55
1	45241663	45242662	SNORD46
1	45243013	45244012	SNORD38A
1	45243561	45244560	SNORD38B
1	45252927	45253926	BEST4
1	45265396	45266395	PLK3
1	45272458	45273457	TCTEX1D4
1	45273653	45274652	BTBD19
1	45308117	45309116	PTCH2
1	45476528	45477527	HECTD3
1	45477304	45478303	UROD
1	45769081	45770080	LINC01144
1	45792044	45793043	HPDL
1	45805643	45806642	MUTYH
1	45804841	45805840	TOE1
1	45965252	45966251	CCDC163
1	45965355	45966354	MMACHC
1	45988063	45989062	PRDX1
1	46015954	46016953	AKR1A1
1	46049159	46050158	NASP
1	46089232	46090231	CCDC17
1	46111858	46112857	RPS15AP10
1	46153346	46154345	TMEM69
1	46215986	46216985	IPP
1	46598542	46599541	LOC101929626
1	46640248	46641247	TSPAN1
1	46668505	46669504	LURAP1
1	46712866	46713865	RAD54L
1	46768539	46769538	LRRC41
1	46768784	46769783	UQCRH
1	46805348	46806347	NSUN4
1	46859438	46860437	FAAH
1	46898998	46899997	FAAHP1
1	46914877	46915876	LINC01398
1	46972167	46973166	DMBX1
1	47003867	47004866	MKNK1-AS1
1	47016830	47017829	KNCN
1	47082064	47083063	MOB3C
1	47133600	47134599	ATPAF1
1	47137004	47138003	TEX38
1	47139207	47140206	EFCAB14-AS1
1	47184237	47185236	EFCAB14
1	47264169	47265168	CYP4B1
1	47406657	47407656	CYP4A11
1	47602596	47603595	CYP4A22
1	47644421	47645420	LINC00853
1	47655272	47656271	PDZK1IP1
1	47697508	47698507	TAL1
1	47779320	47780319	STIL
1	47902490	47903489	LINC01389
1	47881243	47882242	FOXE3
1	47899814	47900813	FOXD2-AS1
1	47901188	47902187	FOXD2
1	48687856	48688855	SLC5A9
1	49242142	49243141	BEND5
1	49722582	49723581	LOC101929721
1	49937258	49938257	AGBL4-IT1
1	50888620	50889619	DMRTA2
1	51433866	51434865	CDKN2C
1	51525008	51526007	MIR4421
1	51525189	51526188	MIR6500
1	51567405	51568404	C1orf185
1	51701444	51702443	RNF11
1	51794825	51795824	TTC39A-AS1
1	52301575	52302574	MIR761
1	52521344	52522343	TXNDC12
1	52498973	52499972	KTI12
1	52516089	52517088	TXNDC12-AS1
1	52521356	52522355	BTF3L4
1	52869644	52870643	ORC1
1	52869718	52870717	PRPF38A
1	53067542	53068541	GPX7
1	53098515	53099514	FAM159A
1	53163539	53164538	COA7
1	53386958	53387957	ECHDC2
1	53393845	53394844	MIR1273F
1	53400101	53401100	MIR5095
1	53405485	53406484	MIR1273G
1	53527223	53528222	PODN
1	53607805	53608804	SLC1A7
1	53661600	53662599	CPT2
1	53685812	53686811	C1orf123
1	53703783	53704782	MAGOH
1	53703781	53704780	LOC100507564
1	53793404	53794403	LINC01771
1	53905194	53906193	SLC25A3P1
1	53924571	53925570	DMRTB1
1	54355005	54356004	YIPF1
1	54359359	54360358	DIO1
1	54411498	54412497	LRRC42
1	54483360	54484359	LDLRAD1
1	54518747	54519746	TMEM59
1	54519251	54520250	MIR4781
1	54618180	54619179	CDCP2
1	54665339	54666338	MRPL37
1	54701615	54702614	SSBP3-AS1
1	55088701	55089700	FAM151A
1	55106912	55107911	MROH7
1	55180994	55181993	TTC4
1	55229727	55230726	PARS2
1	55266442	55267441	TTC22
1	55271235	55272234	LEXM
1	55352422	55353421	DHCR24
1	55445836	55446835	TMEM61
1	55464116	55465115	BSND
1	55504648	55505647	PCSK9
1	55680580	55681579	LOC100507634
1	55690813	55691812	MIR4422
1	57110492	57111491	LOC101929935
1	57319942	57320941	C8A
1	59042667	59043666	TACSTD2
1	59165248	59166247	MYSM1
1	59249286	59250285	JUN
1	59250322	59251321	LINC01135
1	59611980	59612979	HSD52
1	60198469	60199468	MIR4711
1	60237966	60238965	LOC101926944
1	60391971	60392970	CYP2J2
1	60538943	60539942	C1orf87
1	61435949	61436948	NFIA-AS2
1	61718691	61719690	NFIA-AS1
1	62119413	62120412	MGC34796
1	62190596	62191595	TM2D1
1	62543957	62544956	MIR3116-1
1	62544029	62545028	MIR3116-2
1	62659973	62660972	L1TD1
1	63062657	63063656	ANGPTL3
1	63789613	63790612	FOXD3-AS1
1	63788229	63789228	FOXD3
1	63792156	63793155	MIR6068
1	63832760	63833759	ALG6
1	63988471	63989470	EFCAB7
1	64014150	64015149	DLEU2L
1	64577389	64578388	ROR1-AS1
1	64668800	64669799	UBE2U
1	65045029	65046028	MIR4794
1	65467660	65468659	LINC01359
1	65523026	65524025	MIR3671
1	65523692	65524691	MIR101-1
1	65885630	65886629	LEPROT
1	66515902	66516901	LOC101927139
1	67093622	67094621	MIR3117
1	67266443	67267442	INSL5
1	67390077	67391076	MIER1
1	67600155	67601154	C1orf141
1	67772546	67773545	IL12RB2
1	68150359	68151358	GADD45A
1	68516815	68517814	DIRAS3
1	68648794	68649793	MIR1262
1	68915143	68916142	RPE65
1	68961858	68962857	DEPDC1-AS1
1	70670864	70671863	SRSF11
1	70819992	70820991	HHLA3
1	70876400	70877399	CTH
1	71171635	71172634	LINC01788
1	71511688	71512687	ZRANB2-AS1
1	71546473	71547472	ZRANB2
1	71532900	71533899	MIR186
1	72302196	72303195	NEGR1-IT1
1	74663395	74664394	FPGT
1	75042613	75043612	ERICH3-AS1
1	75198593	75199592	CRYZ
1	75198335	75199334	TYW3
1	75593618	75594617	LHX8
1	76189531	76190530	ACADM
1	76210199	76211198	DLSTP1
1	76251378	76252377	RABGGTB
1	76252256	76253255	SNORD45C
1	76253073	76254072	SNORD45A
1	76254661	76255660	SNORD45B
1	76397617	76398616	ASB17
1	76476508	76477507	LOC101927342
1	77525327	77526326	MIR7156
1	78225065	78226064	USP33
1	78354725	78355724	NEXN-AS1
1	78444390	78445389	FUBP1
1	78444341	78445340	DNAJB4
1	78956227	78957226	PTGFR
1	79085566	79086565	IFI44L
1	79114973	79115972	IFI44
1	82022888	82023887	LOC101927434
1	83451392	83452391	LINC01361
1	84849985	84850984	UOX
1	84863714	84864713	DNASE2B
1	84944419	84945418	RPF1
1	84971763	84972762	GNG5
1	84971483	84972482	SPATA1
1	85039664	85040663	CTBS
1	85100204	85101203	LINC01555
1	85155741	85156740	SSX2IP
1	85513724	85514723	MCOLN3
1	85598976	85599975	MIR4423
1	85666229	85667228	SYDE2
1	85742088	85743087	BCL10
1	85741540	85742539	LOC646626
1	86045943	86046942	CYR61
1	86173617	86174616	ZNHIT6
1	86861526	86862525	ODF2L
1	86822871	86823870	MIR7856
1	86934025	86935024	CLCA1
1	87099458	87100457	CLCA3P
1	87169752	87170751	SH3GLB1
1	87379761	87380760	SELENOF
1	87594947	87595946	LINC01140
1	87793650	87794649	LMO4
1	87836839	87837838	LINC01364
1	89356802	89357801	GTF2B
1	89458144	89459143	KYAT3
1	89458144	89459143	RBMXL1
1	89488050	89489049	GBP3
1	89591343	89592342	GBP2
1	89641224	89642223	GBP7
1	89738045	89739044	GBP5
1	89755546	89756545	LOC729930
1	89828935	89829934	GBP6
1	89872737	89873736	GBP1P1
1	90097954	90098953	FLJ27354
1	90460026	90461025	GEMIN8P4
1	90460153	90461152	ZNF326
1	91182295	91183294	BARHL2
1	91316696	91317695	LOC105378853
1	91487313	91488312	ZNF644
1	91965903	91966902	CDC7
1	92414427	92415426	BRDT
1	92495032	92496031	EPHX4
1	92540530	92541529	SETSIP
1	92545361	92546360	BTBD8
1	92633914	92634913	KIAA1107
1	92683072	92684071	C1orf146
1	92764067	92765066	GLMN
1	92951934	92952933	GFI1
1	93297093	93298092	RPL5
1	93302345	93303344	SNORD21
1	93305775	93306774	SNORA66
1	93645747	93646746	TMED5
1	93810869	93811868	CCDC18-AS1
1	93810977	93811976	DR1
1	94057024	94058023	LOC100129046
1	94311887	94312886	MIR760
1	94344263	94345262	DNTTIP2
1	94712817	94713816	ARHGAP29
1	95006914	95007913	F3
1	95210957	95211956	MIR378G
1	95392280	95393279	CNN3
1	95538008	95539007	ALG14
1	95526651	95527650	LOC101928098
1	95557572	95558571	TMEM56
1	95699210	95700209	RWDD3
1	95783320	95784319	LINC01760
1	95975171	95976170	LOC100996635
1	98261976	98262975	DPYD-AS2
1	98514750	98515749	MIR137HG
1	98510408	98511407	MIR2682
1	98511228	98512227	MIR137
1	99469950	99470949	PLPPR5
1	99952861	99953860	LINC01708
1	100230850	100231849	FRRS1
1	100315139	100316138	AGL
1	100434844	100435843	SLC35A3
1	100598152	100599151	SASS6
1	100598205	100599204	TRMT13
1	100643330	100644329	LRRC39
1	100731231	100732230	RTCA-AS1
1	100731213	100732212	RTCA
1	100746296	100747295	MIR553
1	101003227	101004226	GPR88
1	101112061	101113060	LINC01349
1	101360236	101361235	EXTL2
1	101361131	101362130	SLC30A7
1	101490863	101491862	DPH5
1	101490901	101491900	LOC102606465
1	101701585	101702584	LOC101928370
1	101701804	101702803	S1PR1
1	101788892	101789891	LINC01307
1	102337067	102338066	DNAJA1P5
1	104067634	104068633	LOC101928436
1	104096765	104097764	AMY2B
1	104111525	104112524	ACTG1P4
1	104159453	104160452	AMY2A
1	104238390	104239389	AMY1B
1	104291775	104292774	AMY1C
1	104615144	104616143	LOC100129138
1	106161058	106162057	LINC01676
1	107598766	107599765	PRMT6
1	108439344	108440343	MIR7852
1	108742481	108743480	SLC25A24
1	108786204	108787203	NBPF4
1	108992403	108993402	NBPF6
1	109102470	109103469	FAM102B
1	109203649	109204648	HENMT1
1	109234431	109235430	PRPF38B
1	109255055	109256054	FNDC7
1	109400365	109401364	AKNAD1
1	109399338	109400337	SPATA42
1	109505622	109506621	CLCC1
1	109618125	109619124	TAF13
1	109632862	109633861	TMEM167B
1	109642314	109643313	SCARNA2
1	109655980	109656979	C1orf194
1	109756014	109757013	SARS
1	109792140	109793139	CELSR2
1	109825291	109826290	PSRC1
1	109940068	109941067	SORT1
1	109968609	109969608	PSMA5
1	110008599	110009598	SYPL2
1	110026060	110027059	ATXN7L2
1	110036157	110037156	CYB561D1
1	110051837	110052836	AMIGO1
1	110081993	110082992	GPR61
1	110141014	110142013	MIR197
1	110155206	110156205	GNAT2
1	110161934	110162933	AMPD2
1	110198197	110199196	GSTM4
1	110210143	110211142	GSTM2
1	110254363	110255362	GSTM5
1	110283161	110284160	GSTM3
1	110306145	110307144	EPS8L3
1	110452732	110453731	CSF1
1	110526886	110527885	AHCYL1
1	110573698	110574697	STRIP1
1	110612823	110613822	ALX3
1	110624809	110625808	LINC01397
1	110654561	110655560	UBL4B
1	110692635	110693634	SLC6A17
1	110752110	110753109	KCNC4-AS1
1	110881294	110882293	LOC440600
1	110933205	110934204	SLC16A4
1	110950047	110951046	LAMTOR5
1	110949930	110950929	LAMTOR5-AS1
1	110993287	110994286	PROK1
1	111022887	111023886	CYMP
1	111032381	111033380	CYMP-AS1
1	111061298	111062297	KCNA10
1	111215577	111216576	KCNA3
1	111413320	111414319	CD53
1	111506067	111507066	LRIF1
1	111681504	111682503	CEPT1
1	111746661	111747660	DENND2D
1	111769780	111770779	CHI3L2
1	111822645	111823644	CHIAP2
1	111832973	111833972	CHIA
1	111888681	111889680	PIFO
1	111931974	111932973	PGCP1
1	111969900	111970899	OVGP1
1	111991431	111992430	WDR77
1	111991242	111992241	ATP5F1
1	112015990	112016989	C1orf162
1	112046244	112047243	ADORA3
1	112150441	112151440	LINC01160
1	112297920	112298919	FAM212B
1	112281962	112282961	FAM212B-AS1
1	112297632	112298631	LOC101928718
1	112297689	112298688	DDX20
1	112399028	112400027	KCND3-IT1
1	112451778	112452777	KCND3-AS1
1	112532657	112533656	LINC01750
1	113003956	113004955	MIR4256
